解[かい] 放[ほう]	heiban
仲[なか] 良[よ]く	atamadaka
獣[けもの]	heiban
取[と]れる	nakadaka
建[たて] 物[もの]	atamadaka
本[ほん] 来[らい]	atamadaka
扱[あつか]う	heiban
真面目[まじめ]	heiban
影[えい] 響[きょう]	heiban
真[ま]っ 赤[か]	odaka
発[はっ] 見[けん]	heiban
支[ささ]える	heiban
第[だい] 一[いち]	atamadaka
お 父[とう]さん	atamadaka
お 母[かあ]さん	atamadaka
お 兄[にい]さん	atamadaka
お 姉[ねえ]さん	atamadaka
おじさん	heiban
おばさん	heiban
いとこ	atamadaka
机[つくえ]	heiban
同[どう] 士[し]	atamadaka
遅[おく]れる	heiban
車[くるま]	heiban
飛[と]び 出[だ]す	nakadaka
事[じ] 態[たい]	atamadaka
